codelist,code,name,dataflow
CL_INFRACTION,EVA_NEG,Evasion-negligence,DF_DET_COND_INFRAC
CL_INFRACTION,FAU_MON,Counterfeit money,DF_DET_COND_INFRAC
CL_INFRACTION,FAU_ECR,Forgery in writing,DF_DET_COND_INFRAC
CL_INFRACTION,HOM_INV,Manslaughter,DF_DET_COND_INFRAC
CL_INFRACTION,INC_LIE,Arson of uninhabited premises,DF_DET_COND_INFRAC
CL_INFRACTION,MUT_GEN,Female genital mutilation,DF_DET_COND_INFRAC
CL_INFRACTION,OUT_RAG,Outrages,DF_DET_COND_INFRAC
CL_INFRACTION,PRO_EXC,Pimping and incitement to debauchery,DF_DET_COND_INFRAC
CL_INFRACTION,REB_ELL,Rebellion,DF_DET_COND_INFRAC
CL_INFRACTION,REC_CEL,Receiving stolen goods,DF_DET_COND_INFRAC
CL_INFRACTION,STU_PEF,Amazing,DF_DET_COND_INFRAC
CL_INFRACTION,VIO_VOI,Violence or assault,DF_DET_COND_INFRAC
CL_INFRACTION,VOL_VOL,Flight,DF_DET_COND_INFRAC
CL_INFRACTION,AUT_RES,Others,DF_DET_COND_INFRAC
CL_INFRACTION,ABA_FAM,Abandonment of family or home,DF_DET_COND_INFRAC
CL_INFRACTION,DOM_ANI,Animal harm,DF_DET_COND_INFRAC
CL_INFRACTION,ENL_ENF,Child abduction,DF_DET_COND_INFRAC
CL_INFRACTION,HAR_SEX,Sexual harassment,DF_DET_COND_INFRAC
CL_INFRACTION,INC_INV,Accidental fire,DF_DET_COND_INFRAC
CL_INFRACTION,INC_VOLT,Arson of uninhabited premises,DF_DET_COND_INFRAC
CL_INFRACTION,IVR_PUB,Public drunkenness,DF_DET_COND_INFRAC
CL_INFRACTION,MAR_HOR,Marriage contracted outside the case provided for by law or custom,DF_DET_COND_INFRAC
CL_INFRACTION,MEN,Threat,DF_DET_COND_INFRAC
CL_INFRACTION,REC_MAL,Harboring criminals,DF_DET_COND_INFRAC
CL_INFRACTION,RES_EXE,Resistance to the execution of a court decision,DF_DET_COND_INFRAC
CL_INFRACTION,USU_TIT,Usurpation of title or function,DF_DET_COND_INFRAC
CL_INFRACTION,VIO_DOM,Breaking and entering,DF_DET_COND_INFRAC
CL_INFRACTION,TOT,Total,DF_DET_COND_INFRAC
CL_JURIDICTION,TGI,High Court,DF_DET_COND_INFRAC
CL_JURIDICTION,TI,District Court,DF_DET_COND_INFRAC
CL_EDUC_LEVEL,P,Primary,DF_EDU_NBELEV
CL_EDUC_TYPE,_T,Total,DF_EDU_NBELEV
CL_EDUC_TYPE,PUB,Public,DF_EDU_NBELEV
CL_EDUC_TYPE,PRI,Private,DF_EDU_NBELEV
CL_EDUC_TYPE,COM,Community,DF_EDU_NBELEV
CL_INDIC_EDUC_DEP,INDIC_EDU_NBETAB,Number of establishments,DF_EDU_NBELEV
CL_INDIC_EDUC_DEP,INDIC_EDU_NBSC,Number of Classrooms,DF_EDU_NBELEV
CL_INDIC_EDUC_DEP,INDIC_EDU_NBENS,Number of teachers,DF_EDU_NBELEV
CL_INDIC_EDUC_DEP,INDIC_EDU_NBELEV,Number of students,DF_EDU_NBELEV
CL_INDIC_EDUC_DEP,INDIC_EDU_NBELEV_SC,Number of students per class,DF_EDU_NBELEV
CL_INDIC_EDUC_DEP,INDIC_EDU_NBELEV_ENS,Number of students per teacher,DF_EDU_NBELEV
CL_IND_ENV_FB,IND_ENV_SUP_FB,Areas affected by bushfires,DF_ENV_LONG_BF
CL_IND_ENV_FB,IND_ENV_NBR_FB,Number of recorded bushfire cases,DF_ENV_LONG_BF
CL_IND_ENV_FB,IND_ENV_LONG_BF,Firewall strip length achieved,DF_ENV_LONG_BF
CL_IND_ENV_MOB_RES_FIN,IND_ENV_REC_FOR,Forestry recipes,DF_ENV_REC_FAU
CL_IND_ENV_MOB_RES_FIN,IND_ENV_REC_PIS,Fish  recipes,DF_ENV_REC_FAU
CL_IND_ENV_MOB_RES_FIN,IND_ENV_REC_FAU,Wildlife Recipes,DF_ENV_REC_FAU
CL_BASE_PER,2023,2023 = 100,DF_IHPC_2023
CL_PRODUCT,P_IX,OVERALL INDEX,DF_IHPC_2023
CL_PRODUCT,P_1_IX,Food products and non-alcoholic beverages,DF_IHPC_2023
CL_PRODUCT,P_2_IX,"Alcoholic beverages, tobacco and narcotics",DF_IHPC_2023
CL_PRODUCT,P_3_IX,Clothing and shoes,DF_IHPC_2023
CL_PRODUCT,P_4_IX,"Housing, water, electricity, gas and other fuels",DF_IHPC_2023
CL_PRODUCT,P_5_IX,"Furniture, household equipment and routine household maintenance",DF_IHPC_2023
CL_PRODUCT,P_6_IX,Health,DF_IHPC_2023
CL_PRODUCT,P_7_IX,Transportation,DF_IHPC_2023
CL_PRODUCT,P_8_IX,Information and communication,DF_IHPC_2023
CL_PRODUCT,P_9_IX,"Leisure, sport and culture",DF_IHPC_2023
CL_PRODUCT,P_10_IX,Educational services,DF_IHPC_2023
CL_PRODUCT,P_11_IX,Restaurants and accommodation services,DF_IHPC_2023
CL_PRODUCT,P_12_IX,Insurance and financial services,DF_IHPC_2023
CL_PRODUCT,P_13_IX,"Personal care, social protection and miscellaneous goods",DF_IHPC_2023
CL_KEYS_INDIC,CP_EFF_POP_T,Population Size (Total),DF_MOBILE_KEYS_INDIC
CL_KEYS_INDIC,CP_EFF_POP_F,Population Size (Female),DF_MOBILE_KEYS_INDIC
CL_KEYS_INDIC,CP_EFF_POP_H,Population Size (Male),DF_MOBILE_KEYS_INDIC
CL_KEYS_INDIC,CP_ESP_VIE,Life expectancy at birth,DF_MOBILE_KEYS_INDIC
CL_KEYS_INDIC,CP_TAUX_MORT,Mortality rate,DF_MOBILE_KEYS_INDIC
CL_KEYS_INDIC,CP_TAUX_MORT_INF,Infant mortality rate (‰),DF_MOBILE_KEYS_INDIC
CL_KEYS_INDIC,CP_TAUX_MORT_NEO,Neonatal mortality rate (‰),DF_MOBILE_KEYS_INDIC
CL_KEYS_INDIC,CP_TAUX_MORT_JUV,Child mortality rate (‰),DF_MOBILE_KEYS_INDIC
CL_KEYS_INDIC,CP_TAUX_MORT_INF_JUV,Infant and child mortality rate (‰),DF_MOBILE_KEYS_INDIC
CL_KEYS_INDIC,CP_TAUX_MORT_MAT,Maternal mortality rate,DF_MOBILE_KEYS_INDIC
CL_KEYS_INDIC,CP_ISF,Total fertility rate,DF_MOBILE_KEYS_INDIC
CL_KEYS_INDIC,CP_TAUX_NAT,Birth rate,DF_MOBILE_KEYS_INDIC
CL_TOPIC,STAT_DEMO,Demographic Statistics,DF_MOBILE_KEYS_INDIC
CL_TOPIC,STAT_SOC,Social Statistics,DF_MOBILE_KEYS_INDIC
CL_TOPIC,STAT_ECO,Economic Statistics,DF_MOBILE_KEYS_INDIC
CL_INDIC_PAUVRETE,INC_PAUV,Incidence of poverty,DF_PAUVRETE
CL_INDIC_PAUVRETE,PROF_PAUV,Depth of poverty,DF_PAUVRETE
CL_INDIC_PAUVRETE,SEV_PAUV,Severity of poverty,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,ENS,Total,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,SAL_PUB,Public sector employee,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,SAL_PRIV,Private sector employee,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,IND_AGRI,Self-employed farmer,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,IND_NON_AGRI,Self-employed non-farm worker,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,SANS_EMP,Unemployed,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,TAIL_MEN,Household size,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,UNE_PERS,One person,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,DEUX_PERS,Two people,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,TROIS_CINQ_PERS,Three to five people,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,SIX_NEUF_PERS,Six to nine people,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,DIX_QUATORZ_PERS,Ten to fourteen people,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,QUINZ_PERS,Fifteen and over,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,GENR_CHEF_MEN,Gender of head of household,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,MAS,Male,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,FEM,Female,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,AGE_CHEF_MEN,Age of head of household,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,Y25T34,25-34,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,Y35T44,35-44,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,Y45T54,45-54,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,Y55T64,55-64,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,Y_GE65,65 and over,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,EDUC_CHEF_MEN,Education of head of household,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,SANS_INST,No formal education,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,PRIM,Primary,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,SEC1,Secondary 1,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,SEC2P,Secondary 2+,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,TOTAL,Total,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,BRANCH_CHEF,Head of household sector,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,AGRI,Agriculture,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,ELEV_SYLV_PECH,Livestock/Forestry/Fishing,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,INDUS,Industry,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,COM_VENT,Trade/Sales,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,SERV,Services,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,CSP_CHEF,Head of household socio-professional category,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,CADRE,Manager,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,AUT_SAL,Other employees,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,PATRON,Employer,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,TRAV_CP,Worker for CP,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,AUT_DEP,Other dependents,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,SECT_INST_CHEF,Head of household institutional sector,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,SEC_PUB,Public sector,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,GRD_ENT,Large company,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,ENT_IND,Company individual,DF_PAUVRETE
CL_PAUVRETE_GROUPE_SOCIOECO,MENAGE,Household,DF_PAUVRETE
CL_RESIDENCE,U,Urban,DF_PAUVRETE
CL_RESIDENCE,R,Rural,DF_PAUVRETE
CL_RESIDENCE,_T,Total,DF_PAUVRETE
CL_RESIDENCE,_Z,Not applicable,DF_PAUVRETE
CL_AGE,M0T23,De 0 à 23 mois,DF_POP_NE
CL_AGE,M24T59,De 24 à 59 mois,DF_POP_NE
CL_AGE,M0T59,De 0 à 59 mois,DF_POP_NE
CL_AGE,M6T59,De 6 à 59 mois,DF_POP_NE
CL_AGE,Y10T19,De 10 à 19 ans,DF_POP_NE
CL_AGE,Y15T49,De 15 à 49 ans,DF_POP_NE
CL_AGE,_Z,Non applicable,DF_POP_NE
CL_AGE,Y0,0 ans,DF_POP_NE
CL_AGE,Y0T4,0 à 4 ans,DF_POP_NE
CL_AGE,Y5T9,5 à 9 ans,DF_POP_NE
CL_AGE,Y10T14,10 à14 ans,DF_POP_NE
CL_AGE,Y15T19,15 à 19 ans,DF_POP_NE
CL_AGE,Y20T24,20 à 24 ans,DF_POP_NE
CL_AGE,Y25T29,25 à 29 ans,DF_POP_NE
CL_AGE,Y30T34,30 à 34 ans,DF_POP_NE
CL_AGE,Y35T39,35 à 39 ans,DF_POP_NE
CL_AGE,Y40T44,40 à 44 ans,DF_POP_NE
CL_AGE,Y45T49,45 à 49 ans,DF_POP_NE
CL_AGE,Y50T54,50 à 54 ans,DF_POP_NE
CL_AGE,Y55T59,55 à 59 ans,DF_POP_NE
CL_AGE,Y60T64,60 à 64 ans,DF_POP_NE
CL_AGE,Y65T69,65 à 69 ans,DF_POP_NE
CL_AGE,Y70T74,70 à 74 ans,DF_POP_NE
CL_AGE,Y75T79,75 à 79 ans,DF_POP_NE
CL_AGE,Y_GE80,80 ou +,DF_POP_NE
CL_AGE,ND,nd,DF_POP_NE
CL_AGE,ENS,Ensemble,DF_POP_NE
CL_AGE,M0T11M,0 à 11 Mois,DF_POP_NE
CL_AGE,Y1T4,1 à 4 ans,DF_POP_NE
CL_AGE,Y15T24,15 à 24 ans,DF_POP_NE
CL_AGE,Y25T34,25 à 34 ans,DF_POP_NE
CL_AGE,Y35T44,35 à 44 ans,DF_POP_NE
CL_AGE,Y45T54,45 à 54 ans,DF_POP_NE
CL_AGE,Y55T64,55 à 64 ans,DF_POP_NE
CL_AGE,Y_GE65,65 ans et plus,DF_POP_NE
CL_AGE,Y18T35,18 à 35 ans,DF_POP_NE
CL_AGE,Y36T50,36 à 50 ans,DF_POP_NE
CL_AGE,Y_GE50,50 ans ou +,DF_POP_NE
CL_AGE,Y_GE30,30 ans et plus,DF_POP_NE
CL_AGE,LT20,Moins de 20 ans,DF_POP_NE
CL_AGE,Y16T34,16-34 ans,DF_POP_NE
CL_AGE,Y35T64,35-64 ans,DF_POP_NE
CL_AGE,Y00T05,5 ans ou moins,DF_POP_NE
CL_AGE,Y06T14,6-14 ans,DF_POP_NE
CL_AGE,Y25T39,25-39 ans,DF_POP_NE
CL_AGE,Y40T59,40-59 ans,DF_POP_NE
CL_AGE,Y_GE60,60 ans et plus,DF_POP_NE
CL_AGE,3AGE,3e Age,DF_POP_NE
CL_AGE,4AGE,4e Age,DF_POP_NE
CL_AGE,Y0T5,0-5,DF_POP_NE
CL_AGE,Y_GE85,85 & +,DF_POP_NE
CL_INDIC_POP_NE,POP_NE,Répartition de la population,DF_POP_NE
CL_INDIC_MINE,INDIC_PUVOL,Uranium Production (by volume),DF_PRO_UOC
CL_INDIC_MINE,INDIC_PUVAL,Uranium Production (by value),DF_PRO_UOC
CL_INDIC_MINE,INDIC_EXPUVOL,Uranium Exports (by tonnage),DF_PRO_UOC
CL_INDIC_MINE,INDIC_EXPUVAL,Uranium Exports (by value),DF_PRO_UOC
CL_INDIC_MINE,INDIC_PMEU,Average Uranium Export Price (in FCFA/kg),DF_PRO_UOC
CL_INDIC_MINE,INDIC_PC,Limestone Production,DF_PRO_UOC
CL_INDIC_MINE,INDIC_PE,Tin Production,DF_PRO_UOC
CL_INDIC_MINE,INDIC_PG,Gypsum Production,DF_PRO_UOC
CL_INDIC_MINE,INDIC_PO,Gold Production,DF_PRO_UOC
CL_INDIC_MINE,INDIC_POO,Gold Production from Artisanal Gold Panning,DF_PRO_UOC
CL_INDIC_MINE,INDIC_POI,Industrial/SML Gold Production,DF_PRO_UOC
CL_INDIC_MINE,INDIC_PBC,Gross Coal Production,DF_PRO_UOC
CL_INDIC_MINE,INDIC_CCCT,Coal Consumption by Thermal Power Plants,DF_PRO_UOC
CL_INDIC_MINE,INDIC_CLUC,Coal Delivered to Carbonization Units,DF_PRO_UOC
CL_INDIC_SAN,INDIC_SAN_MN,Stillborn,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_NV,Live births,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_ACC,Number of births,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_DEC_MER,Number of maternal deaths,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_DEC_ENF,Number of child deaths,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_ADM_MAT,Admissions to maternity wards,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_LIT_HOP,Number of beds in district hospitals,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_HBT_LIT,Number of inhabitants per bed,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_POP,Population,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_CPN,Prenatal consultations,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_CPN_NI,New members,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_CPN_GA,Expected pregnancies*,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_CPN_CCPN,CPN Coverage (%),DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_CN,Infant checkups,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_CN_IY0,Registered for less than one year,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_CN_NP,Number of weighings,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_CN_EY0,Number of children 0-11 months,DF_SAN_ACC
CL_INDIC_SAN,INDIC_SAN_CN_C,Blanket (%),DF_SAN_ACC
CL_INDIC_ELEV,EFF_CHEP,Livestock numbers,ELEV_ABAT_CONT
CL_INDIC_ELEV,NBR_ABAT_CONT,Nombre d’abattages contrôlés,ELEV_ABAT_CONT
CL_INDIC_ELEV,QTE_CUIRS_PEAUX_COND,Quantité de cuirs et peaux conditionnés,ELEV_ABAT_CONT
CL_TYPE_BETAIL,BOV,Cattle,ELEV_ABAT_CONT
CL_TYPE_BETAIL,OVI,Sheep,ELEV_ABAT_CONT
CL_TYPE_BETAIL,CAP,Goats,ELEV_ABAT_CONT
CL_TYPE_BETAIL,CAM,Camels,ELEV_ABAT_CONT
CL_TYPE_BETAIL,CUI,Leather,ELEV_ABAT_CONT
CL_TYPE_BETAIL,MOU,Sheep,ELEV_ABAT_CONT
CL_TYPE_BETAIL,CHE,Goats,ELEV_ABAT_CONT
CL_TYPE_BETAIL,EQU,Equines,ELEV_ABAT_CONT
CL_TYPE_BETAIL,ASI,Donkeys,ELEV_ABAT_CONT
